sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,legacy_sr_number,parent_sr_number,community_area,ward,electrical_district,electricity_grid,police_sector,police_district,police_beat,precinct,sanitation_division_days,x_coordinate,y_coordinate,latitude.x,longitude.x,location,bldg_id,latitude.y,longitude.y,complaint_violation,bldg_sq_fo,shape_area,stories,year_built,bldg_condi,graffiti_address,one_light_address,pot_holes_address,all_lights_address,tree_trims_address,tree_debris_address,alley_lights_address,garbage_carts_address,sanitation_code_address,rodent_baiting_address,abandoned_vehicles_address,abandoned_buildings_address,graffiti_community,one_light_community,pot_holes_community,all_lights_community,tree_trims_community,tree_debris_community,alley_lights_community,garbage_carts_community,sanitation_code_community,rodent_baiting_community,abandoned_vehicles_community,abandoned_buildings_community,hardship_index,complaint_violations,permit_violations,periodic_violations,registration_violations,logistic_probs,logistic_preds,lda_probs,lda_preds,gbm_probs,gbm_preds,log_rank,lda_rank,gbm_rank
sr19-00028829,building violation,bba,,open,internet,2019-01-07,01/07/2019 09:12:54 pm,,2824 n whipple st,NA,NA,60618,2824,n,whipple,st,FALSE,FALSE,NA,,21,33,4,i015,1,14,1411,26,monday,1155477.643,1918754.037,41.93287227,-87.70405444,"(41.93287227444416, -87.7040544406102)",239346,41.93286441,-87.70404866,0,0.009889964,-0.176334947,0.48462478,-33.18050097,sound,0,0,0,0,1.098612289,0,0,0.693147181,0,1.609437912,0,0,4.925636943,0.587579618,0.901751592,0.276910828,0.423726115,0.112101911,0.24888535,0.671974522,0.270541401,0.933917197,0.453343949,0.042197452,-6.890427149,0,0,0,0,0.015331936,0,0.007094834,0,0.016528396,0,0.431259282,0.430798151,0.500018695
sr19-00028887,building violation,bba,,open,internet,2019-01-07,01/07/2019 09:19:34 pm,,2043 n winchester ave,NA,NA,60614,2043,n,winchester,ave,FALSE,FALSE,NA,,22,32,5,l017,3,14,1432,34,thursday,1163157.641,1913770.288,41.9190384,-87.67597156,"(41.91903840042965, -87.67597156372165)",281688,41.91903054,-87.6759658,0,0.702114777,-0.171944599,-0.51537522,-38.18050097,sound,0,0,0,0,1.098612289,0,0,0,0,0,0,0,4.433376233,0.603432003,0.998198198,0.324066924,0.509309309,0.159330759,0.244530245,0.642728443,0.342857143,1.062548263,0.415444015,0.032175032,-25.89042715,0,0,0,0,0.01422425,0,0.005630447,0,0.012679406,0,0.373443423,0.23420055,0.267546347
sr19-00028892,building violation,bba,,open,phone call,2019-01-07,01/07/2019 09:20:37 pm,,6247 n mozart st,NA,NA,60659,6247,n,mozart,st,FALSE,FALSE,NA,,2,50,2,i007,1,24,2413,26,tuesday,1156278.914,1941534.422,41.99536681,-87.70049152,"(41.9953668065271, -87.7004915219102)",30505,41.99535894,-87.70048574,0,0.863925981,-0.04101765,1.48462478,-5.180500972,sound,0,0,0.693147181,0,0.693147181,0,0,0,0,1.098612289,0,0,1.668608886,0.533243159,1.224326293,0.258974092,0.698470503,0.324315888,0.222973676,0.652169389,0.261055041,1.323379461,0.503381542,0.011861409,-2.890427149,0,0,0,0,0.016089797,0,0.007665407,0,0.019572912,0,0.467231656,0.480916031,0.605147219
sr19-00028922,building violation,bba,,open,phone call,2019-01-07,01/07/2019 09:25:28 pm,,1436 w victoria st,NA,NA,60660,1436,w,victoria,st,FALSE,FALSE,NA,,77,48,2,m008,1,20,2013,37,wednesday,1165547.175,1938636.318,41.98722132,-87.66648129,"(41.98722131585099, -87.66648128723624)",47805,41.98721344,-87.66647552,0,0.394445501,1.110277191,-1.51537522,-16.18050097,unknown,2.995732274,1.791759469,3.218875825,1.791759469,1.386294361,0,0,0,0,2.302585093,1.386294361,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,1.386294361,0,2.48490665,0,0.128876061,1,0.472321037,1,0.12725432,1,0.969203926,0.978426546,0.970284053
sr19-00028981,no building permit and construction violation,bbd,,completed,phone call,2019-01-07,01/10/2019 03:11:09 pm,01/10/2019 03:11:06 pm,3515 s washtenaw ave,NA,NA,60632,3515,s,washtenaw,ave,FALSE,FALSE,NA,,58,12,8,j030,1,9,911,6,thursday,1159014.045,1881171.67,41.82967079,-87.69209041,"(41.829670792135296, -87.69209040765126)",418930,41.82961717,-87.69221388,0,0.068379186,-0.135384961,0.48462478,-15.18050097,sound,1.609437912,0.693147181,0,0,0,0,0.693147181,0,0,0,0,0,5.411764706,0.460627272,0.681518374,0.324404361,0.45847355,0.086687307,0.320096917,0.515951003,0.173509221,0.357652443,0.428994481,0.050343249,35.10957285,0.693147181,0,0,0,0.02572274,0,0.016853177,1,0.054318148,1,0.706188918,0.761682505,0.888697097
sr19-00029041,building violation,bba,,open,phone call,2019-01-07,01/07/2019 09:40:36 pm,,2365 n newland ave,NA,NA,60707,2365,n,newland,ave,FALSE,FALSE,NA,,18,36,3,y117,1,25,2512,27,tuesday,1129703.047,1915012.202,41.92308427,-87.79886096,"(41.92308427263238, -87.79886096369214)",850642,41.92308494,-87.7987446,0,-0.298701679,1.601169399,1.48462478,0.819499028,sound,0.693147181,1.098612289,0.693147181,0.693147181,0,0,0,0,0,0,1.609437912,0,0.648501362,0.543256131,0.863079019,0.320163488,0.561989101,0.214237057,0.227179837,0.566416894,0.122956403,0.508514986,0.480926431,0.018051771,1.109572851,1.098612289,0,0,0,0.042264486,1,0.056914598,1,0.082932384,1,0.85648855,0.885971854,0.933779924
sr19-00029039,building violation,bba,,completed,phone call,2019-01-07,01/16/2019 04:46:19 pm,01/16/2019 04:46:16 pm,601 e 92nd pl,NA,NA,60619,601,e,92nd,pl,FALSE,FALSE,NA,,44,9,14,r044,3,6,633,25,wednesday,1181910.715,1843693.698,41.72632795,-87.60924127,"(41.72632795220411, -87.60924127254562)",690654,41.72643148,-87.60929911,0,0.493931052,-0.035269507,0.48462478,-2.180500972,sound,0,0,0,0,0,0,0,0,0,0,0.693147181,0,0.076233784,1.139226963,0.720877357,0.515848602,0.567339842,0.3620436,0.342650796,0.685569079,0.305202621,0.18871205,0.314029691,0.128794971,11.10957285,0,0,0,0,0.022775717,0,0.012458305,0,0.022119316,0,0.654608714,0.683905073,0.66533001
sr19-00029075,building violation,bba,,open,phone call,2019-01-07,01/07/2019 09:45:51 pm,,2324 n mason ave,NA,NA,60639,2324,n,mason,ave,FALSE,FALSE,NA,,19,36,3,b017,1,25,2515,23,monday,1136262.632,1914946.681,41.92278976,-87.77475992,"(41.92278975541573, -87.77475991863713)",271002,41.9227819,-87.77475412,0,-0.274723681,0.026034305,0.48462478,31.81949903,sound,0,0,0,0,0,0,0,0.693147181,0,0,0,0,2.393386804,0.503253632,0.763998184,0.250680993,0.467236683,0.126437651,0.271035109,0.623940678,0.186289346,0.479267554,0.413438257,0.034200969,21.10957285,0,0,0,0,0.012171365,0,0.005966986,0,0.011527695,0,0.254853819,0.285467103,0.208823804
sr19-00029421,building violation,bba,,completed,phone call,2019-01-07,01/18/2019 10:30:25 pm,01/18/2019 10:30:22 pm,3110 w 59th st,NA,NA,60629,3110,w,59th,st,FALSE,FALSE,NA,,66,16,11,i035,2,8,824,5,wednesday,1156580.78,1865353.189,41.78631226,-87.7014448,"(41.78631226031967, -87.70144479707801)",509852,41.78638731,-87.70143132,0,-0.381537685,-0.072425484,0.48462478,-10.18050097,sound,3.33220451,0,0.693147181,0,0,0,0.693147181,0,0,0,0,0,4.485158957,0.594395058,0.759831249,0.322434835,0.405906283,0.119481694,0.288684647,0.60750339,0.167696248,0.282959168,0.387373813,0.062528251,44.10957285,0,0,0,0,0.021067873,0,0.008569387,0,0.020644652,0,0.618993613,0.538601028,0.627301241
sr19-00029445,building violation,bba,,open,internet,2019-01-07,01/07/2019 10:34:52 pm,,852 w lill ave,NA,NA,60614,852,w,lill,ave,FALSE,FALSE,NA,,7,43,4,n016,3,19,1935,16,wednesday,1169935.392,1917231.224,41.92839012,-87.65096828,"(41.928390120021014, -87.65096828398966)",252194,41.92825312,-87.6508935,0,1.017179196,0.014863758,1.48462478,-28.18050097,sound,0,0,0,0,0,0,0,0,0,0,0,0,1.88307888,0.551017812,1.08307888,0.325826972,0.541094148,0.09173028,0.179643766,0.526844784,0.525699746,1.248727735,0.222391858,0.010941476,-46.89042715,1.386294361,0,0,0,0.031472708,1,0.032341719,1,0.047313062,1,0.778391234,0.851540738,0.870627824
sr19-00029481,building violation,bba,,completed,phone call,2019-01-07,01/11/2019 04:10:58 pm,01/11/2019 04:10:54 pm,8123 s wood st,NA,NA,60620,8123,s,wood,st,FALSE,FALSE,NA,,71,21,11,l041,1,6,614,15,thursday,1165846.893,1850717.789,41.74595885,-87.66788555,"(41.745958846889934, -87.66788554750855)",633997,41.74595102,-87.6678798,0,-0.181197623,-0.082844604,-0.51537522,20.81949903,sound,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0.693147181,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0,0,0,0,0.029421362,1,0.018449164,1,0.02328473,1,0.756335878,0.780171366,0.688556888
sr19-00029535,building violation,bba,,completed,phone call,2019-01-07,01/23/2019 04:13:35 pm,01/23/2019 04:13:32 pm,107 w 111th pl,NA,NA,60628,107,w,111th,pl,FALSE,FALSE,NA,,49,34,14,p049,2,5,522,37,tuesday,1177383.746,1830944.689,41.6914462,-87.62620736,"(41.69144619970285, -87.62620735969692)",769986,41.69153424,-87.6260941,0,-0.469872251,-0.10094922,0.48462478,-32.18050097,needs major repair,0,0,0,0,0,0.693147181,0.693147181,0,0,0,0,0,0.100350145,0.948074201,0.588765552,0.580198167,0.588542055,0.475303583,0.374878939,0.641808836,0.218058556,0.211949639,0.174774641,0.178872085,3.109572851,3.17805383,0,0,0,0.132942156,1,0.475631802,1,0.113105067,1,0.970927974,0.978652957,0.961654463
sr19-00029744,building violation,bba,,open,phone call,2019-01-07,01/07/2019 11:48:18 pm,,3509 w franklin blvd,NA,NA,60624,3509,w,franklin,blvd,TRUE,FALSE,NA,sr18-00032795,23,27,5,h021,2,11,1123,8,thursday,1152844.378,1902935.659,41.88951784,-87.71415114,"(41.88951783858218, -87.71415114230066)",350875,41.88987564,-87.71414925,0,0.209274701,-0.130692589,0.48462478,-15.18050097,needs major repair,0.693147181,0,0,0,0,0,0,0,0,0,1.098612289,0,1.270446993,0.777360918,0.717654625,0.459641977,0.58880909,0.178368528,0.414299496,1.062814878,0.365526852,0.658698682,0.381820131,0.160252975,36.10957285,3.465735903,0,0,0,0.220873164,1,0.651130193,1,0.140978474,1,0.990202004,0.988045905,0.976688996
sr19-00029888,building violation,bba,,open,internet,2019-01-08,01/08/2019 12:23:04 am,,1530 w fry st,NA,NA,NA,1530,w,fry,st,FALSE,FALSE,NA,,24,1,5,m020,1,12,1213,35,friday,1165901.501,1905790.063,41.89708198,-87.66611841,"(41.897081974908836, -87.66611841017946)",861813,41.89707412,-87.66611265,0,0.342050521,0.137865388,-1.51537522,76.81949903,sound,0,0,0,0,0,0,0,0,0,0.693147181,0,0,4.069444444,0.684064327,0.947880117,0.320833333,0.534868421,0.105409357,0.236695906,0.598903509,0.327923977,0.799122807,0.372076023,0.027266082,-38.89042715,0,0,0,0,0.007902626,0,0.003984665,0,0.01025072,0,0.031365218,0.027973205,0.132088072
sr19-00029951,building violation,bba,,open,phone call,2019-01-08,01/08/2019 12:38:09 am,,3516 w shakespeare ave,NA,NA,60647,3516,w,shakespeare,ave,FALSE,FALSE,NA,,22,35,5,h017,1,14,1413,3,monday,1152709.664,1914144.21,41.92027782,-87.71434885,"(41.92027782358908, -87.71434885258539)",277981,41.9201687,-87.71433495,0,0.411043393,-0.152813752,0.48462478,-9.180500972,needs minor repair,0.693147181,0,0,0,0,0,0,0.693147181,0.693147181,0.693147181,0,0.693147181,4.433376233,0.603432003,0.998198198,0.324066924,0.509309309,0.159330759,0.244530245,0.642728443,0.342857143,1.062548263,0.415444015,0.032175032,-25.89042715,2.63905733,1.386294361,0,0,0.093667516,1,0.305032717,1,0.115547541,1,0.948286857,0.96208963,0.963392013
sr19-00030046,building violation,bba,,completed,internet,2019-01-08,01/18/2019 10:30:44 pm,01/18/2019 10:30:41 pm,6806 s rockwell st,NA,NA,60629,6806,s,rockwell,st,FALSE,FALSE,NA,,66,17,11,j038,3,8,831,17,thursday,1160137.456,1859357.511,41.76978681,-87.68856896,"(41.769786805436, -87.68856895718636)",565287,41.7698101,-87.68842566,0,0.403608414,-0.125831965,0.48462478,-3.180500972,sound,0,0,0,0,0,0,0,0,0,1.386294361,0,0,1.471933086,0.877788104,0.649814126,0.409572491,0.428438662,0.205204461,0.299628253,0.895167286,0.255576208,0.411895911,0.350185874,0.11802974,31.10957285,0,0,0,0,0.022031248,0,0.011993659,0,0.02375313,1,0.640049852,0.672025757,0.696054422
sr19-00030157,building violation,bba,,open,phone call,2019-01-08,01/08/2019 01:27:30 am,,4707 w monroe st,NA,NA,60644,4707,w,monroe,st,FALSE,FALSE,NA,,25,28,6,e023,1,11,1113,40,wednesday,1144980.807,1899048.586,41.87900333,-87.74312795,"(41.87900332652387, -87.74312794824658)",873592,41.8791641,-87.74313075,0,0.082767923,-0.180997048,-1.51537522,-8.180500972,unknown,0,0.693147181,0,0,0,0,0,2.302585093,0,0,0,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,2.197224577,0,0,0,0.071707661,1,0.14192092,1,0.068486667,1,0.926634471,0.927968012,0.914176663
sr19-00030827,building violation,bba,,open,internet,2019-01-08,01/16/2019 05:51:28 pm,,5600 n sheridan rd,NA,NA,60660,5600,n,sheridan,rd,FALSE,FALSE,NA,,77,48,2,n008,2,20,2023,43,wednesday,1168504.894,1937469.407,41.98395558,-87.65563672,"(41.98395557560428, -87.6556367210513)",55898,41.98388604,-87.65534235,1,0.394445501,1.493520507,18.48462478,32.81949903,sound,1.791759469,2.197224577,3.713572067,2.197224577,0,0,0.693147181,0,1.098612289,1.791759469,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,3.36729583,3.33220451,3.401197382,0,0.402939912,1,0.995379217,1,0.31466472,1,0.998327881,0.999576258,0.998340344
sr19-00030850,building violation,bba,,open,internet,2019-01-08,01/08/2019 04:49:41 am,,2916 n kildare ave,NA,NA,60641,2916,n,kildare,ave,FALSE,FALSE,NA,,20,31,3,f015,2,25,2523,26,friday,1147021.832,1919142.175,41.93410346,-87.73511906,"(41.9341034636093, -87.73511906237786)",234839,41.93409561,-87.73511328,0,-0.515588693,-0.230474393,-0.51537522,-1.180500972,sound,0,0,0,0,0.693147181,0,0,0,0,1.098612289,0,0,2.615384615,0.561408083,0.691264668,0.293350717,0.4863103,0.112646675,0.312907432,0.549674055,0.288657106,0.450325945,0.396349413,0.028943937,22.10957285,0,0,0,0,0.016091633,0,0.006252997,0,0.013572485,0,0.467306434,0.327870385,0.334560939
sr19-00030888,building violation,bba,,open,phone call,2019-01-08,01/08/2019 05:02:39 am,,7958 s lowe ave,NA,NA,60620,7958,s,lowe,ave,FALSE,FALSE,NA,,71,21,11,o041,2,6,621,15,tuesday,1173285.142,1851887.288,41.74900702,-87.6405958,"(41.749007019157474, -87.64059579551825)",620991,41.74899919,-87.64059006,0,-0.58220838,-0.69016508,-0.51537522,21.81949903,needs minor repair,0,1.386294361,0.693147181,0.693147181,1.386294361,0,0,1.098612289,0.693147181,0,0,0,0.110977288,1.093943565,0.77279766,0.532518926,0.596180317,0.344459738,0.410099794,0.84901927,0.345320028,0.400550585,0.233052306,0.155282175,25.10957285,0,0,0,0,0.029536966,1,0.01951097,1,0.024751122,1,0.757694345,0.790280937,0.713855741
sr19-00032307,building violation,bba,,open,internet,2019-01-08,01/08/2019 12:49:10 pm,,347 w belden ave,NA,NA,60614,347,w,belden,ave,FALSE,FALSE,NA,,7,43,5,p017,1,18,1814,32,wednesday,1173382.728,1915520.079,41.92361869,-87.6383516,"(41.92361868464913, -87.63835160091658)",866435,41.923677,-87.63839979,0,0.493931052,-0.63248301,1.48462478,-44.18050097,sound,0,0,0,0,0,0,0,0.693147181,0,1.791759469,0,0,1.88307888,0.551017812,1.08307888,0.325826972,0.541094148,0.09173028,0.179643766,0.526844784,0.525699746,1.248727735,0.222391858,0.010941476,-46.89042715,0,0,0.693147181,0,0.017507338,0,0.009162642,0,0.016051551,0,0.522156099,0.568520538,0.478940645
sr19-00033109,building violation,bba,,open,internet,2019-01-08,01/08/2019 02:46:17 pm,,3401 w chicago ave,NA,NA,60651,3401,w,chicago,ave,FALSE,FALSE,NA,,23,27,5,h020,2,11,1121,5,thursday,1153533.666,1905115.703,41.89548642,-87.71156176,"(41.89548641742456, -87.71156175798153)",341366,41.89539633,-87.71149518,0,1.921047408,2.049660636,-0.51537522,-18.18050097,needs minor repair,1.098612289,0,0,0,1.098612289,0,0,0,0.693147181,0,0,0,1.270446993,0.777360918,0.717654625,0.459641977,0.58880909,0.178368528,0.414299496,1.062814878,0.365526852,0.658698682,0.381820131,0.160252975,36.10957285,0.693147181,1.098612289,0,0,0.128575753,1,0.131911291,1,0.162753216,1,0.969075142,0.924580153,0.983955964
sr19-00033153,no building permit and construction violation,bbd,,open,internet,2019-01-08,01/08/2019 02:51:30 pm,,6139 s indiana ave,NA,NA,60637,6139,s,indiana,ave,FALSE,FALSE,NA,,40,20,12,q036,1,3,311,7,monday,1178752.495,1864206.489,41.7826897,-87.62018718,"(41.78268969949087, -87.62018717938497)",521391,41.78267203,-87.62039304,0,0.606989138,-0.038052359,-1.51537522,-26.18050097,unknown,0,0,0.693147181,0,0.693147181,0,0,1.386294361,0.693147181,0,0,0,0.377062706,1.907590759,1.51650165,1.377887789,0.582508251,0.29620462,0.331683168,0.550330033,0.417491749,0.434818482,0.301155116,0.25990099,39.10957285,0,1.098612289,0,0,0.050487966,1,0.030765239,1,0.043857615,1,0.887272161,0.84760243,0.860222257
sr19-00033233,building violation,bba,,open,web,2019-01-08,01/08/2019 03:00:13 pm,,2344 w washington blvd,NA,NA,NA,2344,w,washington,blvd,FALSE,FALSE,NA,,28,27,7,k022,2,12,1223,43,friday,1160573.06,1900630.115,41.88303468,-87.685832,"(41.883034678427066, -87.68583199874753)",860231,41.88302683,-87.68582623,1,0.475581914,0.422813593,-1.51537522,76.81949903,sound,0.693147181,0.693147181,0,0,0.693147181,0.693147181,0,0,0,0,0,0,3.245526265,1.289397729,2.003078699,0.86357514,0.6142005,0.133730999,0.266115066,0.55339619,0.380219357,0.833750241,0.388493362,0.043679046,-33.89042715,0,0,0,0,0.011052883,0,0.005425385,0,0.010825585,0,0.189886275,0.202357584,0.171791037
sr19-00033282,building violation,bba,,open,internet,2019-01-08,01/08/2019 03:04:37 pm,,1917 w walnut st,NA,NA,60612,1917,w,walnut,st,FALSE,FALSE,NA,,28,27,7,l022,2,12,1223,27,friday,1163502.632,1901609.768,41.88566177,-87.67504688,"(41.885661769904154, -87.67504688126654)",353310,41.88565392,-87.67504112,0,0.475581914,2.377421231,-1.51537522,-17.18050097,unknown,0.693147181,0,0,0,0,0,0,0,0,0,0,0,3.245526265,1.289397729,2.003078699,0.86357514,0.6142005,0.133730999,0.266115066,0.55339619,0.380219357,0.833750241,0.388493362,0.043679046,-33.89042715,0,0,0,0,0.032191581,1,0.01739923,1,0.02520882,1,0.785484759,0.768495612,0.719356078
sr19-00033331,building violation,bba,,open,phone call,2019-01-08,01/08/2019 03:08:41 pm,,3840 n neva ave,NA,NA,60634,3840,n,neva,ave,FALSE,FALSE,NA,,17,38,3,y113,3,16,1632,3,monday,1127569.388,1924867.858,41.95016563,-87.80647838,"(41.95016563148059, -87.80647838344834)",168304,41.95015777,-87.80647257,0,-0.311333426,-0.02095645,-0.51537522,11.81949903,sound,0.693147181,0,0,0,0,0,0,0,0,0,0,0,0.418301745,0.509977457,0.672288553,0.210069299,0.605994823,0.167821658,0.217249729,0.517909326,0.096184353,0.272188361,0.374050263,0.014360858,-20.89042715,0,0,0,0,0.011109457,0,0.005744093,0,0.009250754,0,0.193319832,0.251380797,0.056086618
sr19-00033783,building violation,bba,,open,phone call,2019-01-08,01/08/2019 03:49:09 pm,,5044 w thomas st,NA,NA,60651,5044,w,thomas,st,FALSE,FALSE,NA,,25,37,6,d020,3,15,1531,33,tuesday,1142338.251,1906858.312,41.90048362,-87.75263699,"(41.90048361456917, -87.75263699351281)",329832,41.90047576,-87.75263121,0,0.082767923,-0.010735766,-1.51537522,-8.180500972,unknown,1.098612289,0,1.386294361,0.693147181,1.386294361,0,0,0,0,0,1.791759469,0,0.291315906,0.830305716,0.749556934,0.490031015,0.603289765,0.423072663,0.392334958,0.970591493,0.283285335,0.446665928,0.294915817,0.117634027,24.10957285,0,0,0,0,0.032045761,1,0.014728358,0,0.022865057,0,0.784059822,0.730402451,0.682112479
sr19-00033960,building violation,bba,,open,phone call,2019-01-08,01/08/2019 05:19:17 pm,,6144 n damen ave,NA,NA,60659,6144,n,damen,ave,FALSE,FALSE,NA,,2,40,2,k007,1,24,2413,18,wednesday,1161761.949,1940781.037,41.99318653,-87.6803433,"(41.9931865272417, -87.6803432996079)",35562,41.99317866,-87.68033752,1,0.163952835,1.820444835,-1.51537522,12.81949903,unknown,0.693147181,0,2.48490665,0,1.098612289,0,1.386294361,0,0,2.079441542,0,0,1.668608886,0.533243159,1.224326293,0.258974092,0.698470503,0.324315888,0.222973676,0.652169389,0.261055041,1.323379461,0.503381542,0.011861409,-2.890427149,1.609437912,0,1.945910149,0,0.084666286,1,0.325122765,1,0.083375392,1,0.940597185,0.964594693,0.934432155
sr19-00034214,building violation,bba,,completed,phone call,2019-01-08,01/17/2019 10:24:32 pm,01/17/2019 10:24:32 pm,6102 s sacramento ave,NA,NA,60629,6102,s,sacramento,ave,TRUE,FALSE,NA,sr18-00211245,66,16,11,i036,2,8,823,13,wednesday,1157327.229,1863976.04,41.78251808,-87.69874518,"(41.78251807955248, -87.69874517872708)",523334,41.78253403,-87.69850956,1,-0.294526308,1.268770628,-1.51537522,-4.180500972,unknown,2.772588722,3.433987204,1.791759469,2.397895273,0.693147181,1.098612289,0,1.098612289,0,0.693147181,1.609437912,0,1.471933086,0.877788104,0.649814126,0.409572491,0.428438662,0.205204461,0.299628253,0.895167286,0.255576208,0.411895911,0.350185874,0.11802974,31.10957285,0,0,0,0,0.046730457,1,0.026151821,1,0.046900527,1,0.875232902,0.832036143,0.869335826
sr19-00034245,building violation,bba,,open,phone call,2019-01-08,01/08/2019 04:30:30 pm,,3510 s rhodes ave,NA,NA,60653,3510,s,rhodes,ave,FALSE,FALSE,NA,,35,4,9,r030,1,2,212,19,tuesday,1179903.902,1881764.82,41.83084498,-87.6154281,"(41.83084498446, -87.61542809808188)",417459,41.83083812,-87.61462489,1,0.338516949,1.922357599,23.48462478,39.81949903,needs minor repair,1.609437912,2.079441542,3.737669618,2.48490665,1.609437912,0,1.386294361,0,0,1.609437912,1.386294361,0,0.531947652,1.37182448,1.421862972,0.802155504,0.98691301,0.218629715,0.170900693,0.442648191,0.377213241,0.401077752,0.44495766,0.109314858,-1.890427149,2.302585093,2.079441542,2.995732274,0,0.364350309,1,0.985622222,1,0.22924496,1,0.997688113,0.999117204,0.994410344
sr19-00034255,building violation,bba,,completed,phone call,2019-01-08,01/09/2019 01:23:31 pm,01/09/2019 01:23:29 pm,5863 n kenmore access,NA,NA,60660,5863,n,kenmore,access,FALSE,FALSE,NA,,77,48,2,n008,2,20,2022,16,wednesday,1168186.716,1939330.079,41.9890682,-87.65675286,"(41.98906820373817, -87.65675286057052)",853569,41.98906033,-87.65674709,1,0.394445501,0.70574522,1.48462478,-12.18050097,sound,0,0,0,0,0,0,0,0,0.693147181,2.48490665,0,0,2.094579523,0.485166183,1.521748829,0.336381887,0.82244033,0.217265224,0.26611644,0.39192505,0.212357796,0.952264109,0.56859246,0.016952933,-29.89042715,1.945910149,0,0,0,0.071344626,1,0.192727761,1,0.135274942,1,0.926169185,0.941812328,0.974089422
sr19-00034279,building violation,bba,,open,internet,2019-01-08,01/08/2019 04:33:27 pm,,4001 w adams st,NA,NA,60624,4001,w,adams,st,FALSE,FALSE,NA,,26,28,6,f023,2,11,1122,26,wednesday,1149728.446,1898701.337,41.87795952,-87.72570435,"(41.87795952327564, -87.72570434848059)",873998,41.87795167,-87.72569857,0,0.375011007,-0.081455744,1.48462478,-20.18050097,needs major repair,1.386294361,1.609437912,1.386294361,0.693147181,0,0,0,0,1.386294361,0,0.693147181,0,0.385635018,1.333538841,0.640567201,0.773736128,0.539765721,0.491676942,0.410604192,1.347102343,0.444821208,0.700369914,0.346794081,0.344636252,43.10957285,0,0,0,0,0.110911733,1,0.145393786,1,0.069796475,1,0.959972997,0.929070987,0.916157242
sr19-00034388,building violation,bba,,open,internet,2019-01-08,01/08/2019 04:44:02 pm,,2826 west fletcher st,NA,NA,60618,2826,west,fletcher,st,FALSE,FALSE,NA,,21,33,4,i015,1,14,1411,13,tuesday,1156858.392,1920870.038,41.93865081,-87.69892276,"(41.93865080947612, -87.69892275575967)",214811,41.93864295,-87.69891698,1,-0.229987787,-0.561115464,0.48462478,-38.18050097,sound,0.693147181,0,0,0,0,0,0,0.693147181,0,0,0,0.693147181,4.925636943,0.587579618,0.901751592,0.276910828,0.423726115,0.112101911,0.24888535,0.671974522,0.270541401,0.933917197,0.453343949,0.042197452,-6.890427149,2.197224577,0,0,0,0.044514187,1,0.087684155,1,0.046544016,1,0.866741445,0.906197227,0.86828478
sr19-00034441,building violation,bba,,open,phone call,2019-01-08,01/08/2019 04:49:26 pm,,2815 w byron st,NA,NA,60618,2815,w,byron,st,FALSE,FALSE,NA,,16,33,4,i013,3,17,1733,10,friday,1156854.392,1925702.183,41.95191062,-87.69880599,"(41.95191061745198, -87.69880598527645)",158795,41.95204051,-87.69884115,0,0.027557191,2.306903646,2.48462478,54.81949903,sound,0.693147181,0.693147181,1.386294361,0,0.693147181,0.693147181,0,0,1.609437912,0,0,0,2.811062317,0.557507319,0.975219573,0.265370138,0.59546215,0.18831033,0.255541614,0.618778754,0.285549979,0.891572564,0.598076119,0.021643664,-14.89042715,0,0,1.791759469,0,0.060142287,1,0.212522201,1,0.050687254,1,0.909466687,0.946174378,0.879742431
sr19-00034472,building violation,bba,,open,internet,2019-01-08,01/08/2019 04:52:54 pm,,3401 w chicago ave,NA,NA,60651,3401,w,chicago,ave,FALSE,FALSE,NA,,23,27,5,h020,2,11,1121,5,thursday,1153533.666,1905115.703,41.89548642,-87.71156176,"(41.89548641742456, -87.71156175798153)",341366,41.89539633,-87.71149518,0,1.921047408,2.049660636,-0.51537522,-18.18050097,needs minor repair,1.098612289,0,0,0,1.098612289,0,0,0,0.693147181,0,0,0,1.270446993,0.777360918,0.717654625,0.459641977,0.58880909,0.178368528,0.414299496,1.062814878,0.365526852,0.658698682,0.381820131,0.160252975,36.10957285,0.693147181,1.098612289,0,0,0.128575753,1,0.131911291,1,0.162753216,1,0.969075142,0.924580153,0.983955964
